,Review,Ratings
4707,many thing happen one day start wait hour check room pm wen checkin time literally wait queue hour mr suren reception desk extremely rude call hospitality make us feel unimportant tell mr suren checkin counter say fully book issue mainly tone attitude make us unhappy make booking booking com assumption book city view room maybe make mistake book highlghting mr suren say never promise thing very uncanny behaviour mail twice want city,Negative
9510,first review write im either busy not bother write sort thing disappointed stay let others know people world pay premium stay mbs yes skypark however big part pool area construction make seat area significantly small also not sure pool chair always position close felt like chair construction area push rest pool area crowd finally find seat constantly bother others sit literally inch next us guest notify book work do affect stay anyway book direct,Negative
3143,massive very expensive fail award win service claim provide best part day stay leave know never return moment arrive checked issue would not resolve very poor service throughout stay arrive midnight long queues check like rush hour london tube not enough staff check folk frankly unacceptable pay top dollar stay get fit carry heavy bag room go bar top floor get incredibly very poor service not impress last thing need long flight experience go outside,Negative
414,take month write review not tie life yet receive response marina bay sand feedback kept pester obviously since give honest feedback yet hear hence feel need share experience arrive marina bay sand awesome celebration th wed anniversary centara resort maldives hop celebration would continue soon walked door treat like cattle move around almost hour check despite book club room night front desk staff utterly rude didn even make eye contact check us finally go room good must say,Negative
9500,upon check nd june receptionist check us helpful friendly mention flight back australia pm next day nice enough explain could check leave luggage luggage hold desk shower go airport around pm however follow day pm very disappointed find could not go shower get luggage hold desk guy tell us shower th floor open pm go reception desk receive key card unfortunately tell us cannot use facility unexpected renovation work industry back australia,Negative
5272,kind person like flash trash busyness la vega hotel care customer service may well like however like prefer refined experience semblance customer service night may well find horrible combination horde guests atrocious customer service mediocre room serve render stay less enjoyable customer service perhaps big achilles heel start minute cab pull entrance no porter lug luggage inside thereafter expect min wait horde check finally get room settle no porter carry bag,Negative
4660,email feedback no response since week help foreign friend book previous disappointment guest not allow check even though authorization letter submit seem like department yet improve system sop mbs many room handle stand around wait hour compensation hour late check consider one one exchange happen june real unfortunate hear department forward another friend reservation detail b individual privacy no reply since feedback doesn platform differentiate like hotel one reservation regardless give log,Negative
8696,check orchid suite dollar night get very nice room great view swim pool also great apart everything very poor check request pm early check reach spending minute designate express line suite manage communicate front desk room not ready take mobile no promise call early possible time no call come till pm even usual check time pm pass stand queue check hr manage communicate front desk take another minute give room stay fridge not work power failure staff no coordination overcrowd no personalized service,Negative
3607,one night think see marina bay disappointing room very boring pool area busy understand however very tatey unloved food mass produce rubbish finding difficult say anything nice place apart engineering building say stayed night bangkok oriental mandarin opinion one best hotel world,Negative
10946,outstanding engineering architectural icon pool view exceptional thats room k food average service good lot hotel check time min completely unacceptable portrays star plus complain get enthusiastic apology very overrate expensive definitely not value money top hotel infinity pool view westin far well value impression get vast money make mill lot expensive designer shop casino customer grist typical la vegas ideal transport say fool money easily part,Negative
11412,decided staycation mb luxury time travel somewhere despite promoted one must go poor experience consistent start till end confirmation letter not indicate tower go check already queue good min tower check counter staff come checked confirmation letter mention go tower instead b staff lack knowledge encounter get multiple version carpark rate inquire customer service phone line lady check counter staff valet park extremely confuse encounter lady check counter,Negative
7515,aren guest around facility prepare look carry military id driver license leave passport room safe unable use game floor apparently passport sky park super expensive find last minute usd pay doesn even allow use major facility come close tree park might well call sky deck go sell sure place great guest treat like nd class citizen casino skypark,Negative
5887,factory not guest part production line sure room fine clean thing might expect five star not expect treat guest early check not possible full say let wait pm hour flight hour time difference probably impossible get room ready little bit pm ask check could extend room extra day impossible suggest go online try book room way very very strange staff couldn care less think big organisation personal attention vanish staff spago restaurant,Negative
10810,husband book suite since sep night th th dec overseas authorise check behalf son th dec process like sardine factory front desk no extra hello whatsoever ask would use credit card authorise payment could wait husband arrive next day say wait th dec order room svc pizza fry tell pay cash bec no credit card give give account dept credit card deduct amex verify amex th dec still pay cash pizza fry abt night son go get lock security come open door next day,Negative
3054,customer service not specialty check check process painfully long room large great view ocean balcony pool advertise except turnstile system make feel like amusement park not value money star price star ambiance,Negative
6215,although architecturally interesting level service food mediocre cost access rooftop observation deck rip,Negative
414,take month write review not tie life yet receive response marina bay sand feedback kept pester obviously since give honest feedback yet hear hence feel need share experience arrive marina bay sand awesome celebration th wed anniversary centara resort maldives hop celebration would continue soon walked door treat like cattle move around almost hour check despite book club room night front desk staff utterly rude didn even make eye contact check us finally go room good must say,Negative
7336,left marina bay sand doubt remember single detail furniture modern uninteresting decoration minimal uninspired not reflect colorful city get dull th floor view ship channel marina bay area entertain look couple hour well away interesting traditional area city apart view unique roof marina bay sand might well marriott dallas two star review heavily weight value money obviously not two star property term amenity cleanliness impeccable basically spend kind money vastly,Negative
3530,let give honest review girlfriend tell shocked fragrance riverside room very small bathroom very small prepare mentally think worst entered room surprise well expect move marina bay sand expect much shock let start room book deluxe room enter hallway big bedroom big couch view awesome enter bathroom shock no bathtub star no bathtub ok call upgrade premium minute very nice guy come help shift premium enter premium room hallway big room small small chair no couch,Negative
397,begin say not luxury mean overall beautiful architecture inside astound surround area immaculate room ok kinda date nothing special service level very poor make bad stay ever especially steep rate furthermore come pool forget pool far overcrowd quite filthy certainly not pleasant experience even though view quite epic elaborate service experience firstly amount personnel site severely lack challenge find anyone assist even simple question travel pregnant unfortunately late pm,Negative
8927,star harsh judgment point attract attention view magnificent service near perfect club formula waiter super good good point rest touristic industry disney land pay night charmless international get bit old anyway already due intensive use guess hear neighboors receive sm spit piss swim pool like lunapark rather say selfie swim pool impossible find couple seat due affluence fact didn even get not fun fight spot present access card lift access pool food well disneyland almost k room industry could,Negative
2795,found price overrated check like airport bus terminal people everywhere ever bar roof one drink really room bland not return,Negative
6064,check process bad hostel looong line take person mintues check us not sure crazy pay night wait minute check reqlly disappointed regret book definitely not worth,Negative
4707,many thing happen one day start wait hour check room pm wen checkin time literally wait queue hour mr suren reception desk extremely rude call hospitality make us feel unimportant tell mr suren checkin counter say fully book issue mainly tone attitude make us unhappy make booking booking com assumption book city view room maybe make mistake book highlghting mr suren say never promise thing very uncanny behaviour mail twice want city,Negative
9110,true special swimming pool astonishing price make wonder worth around usd visited twice every time come queue min check hospitality cool feel like mass production never nice simile person help really want experience would recommend check night rest like park royal price get amazing breakfast amazing pool,Negative
10953,bad experience ever frequent traveller never give bad review hotel service impersonal management staff aren helpful go club floor breakfast tell need two room key two person access no one say us traipse way top floor lift always busy super slow complain get policy well stay think nearby westin way way well much reasonably price never stay whole experience mb distinctly mass market despite very high room rate facility th floor team tourist visitor make feel like disney,Negative
82,talk icon skyline define world renowned would imagine customer service decent front desk actually insult make mockery never meet rude bunch staff life particular staff name yuri work night shift,Negative
3277,check experience bad like others mention spot infamous long q moment get taxi would great could kid playground keep kid busy wait like marketplace lobby city view room room average go pool another poor experience first instance son daughter stop attendant interrogate room no even though hold kiddy card traumatize breakfast husband spend time persuade eat afraid gate attendant breakfast average price pay kid think guess brand pay pool view something new,Negative
3276,sgd pay per night expect wow fall well short many way check process disastrous point provide option provide detail hand online not avoid long queues didn save anytime no check beyond consider check pm less hrs holiday inn even later check pay club room per night not worth price not sure get pay half price jnr suite parkroyal pickering get soooo much money well room service infiniti pool nicer although less view access club joke afternoon tea,Negative
5380,wanted end asia trip bang decide spend night marina bay sand head back home utterly disappointment moment get driveway drive way outside always busy taxi meter jump pay fare try drive entrance lobby always really crowded busy like immigrant center rather star people luggage everywhere take hour take always many people room big however everything seem poor quality merely star let alone star definitely not worth money toilet stink badly gag want throw every time walk,Negative
8226,nd time visit mba since first open find no personal touch lack detail normally associate star hotel star pool star perhaps star service fact possibly one bad service hotel let start inconsistency pool great kid area family area adult area fault facility family fee kid horrify eat restaurant lounge top ask bit milk put baby bottle charged dollar bad didn mention would charge refused put directly bottle plus give tea cup complain,Negative
8351,stay sand right think suppose connect city encounter bad wifi experience ever except island resort sabah actually lot forgivable free plan simply unusably slow modem k experience want change sgd plan b take support min reset one single value manually remember xt didn even need min reboot,Negative
8773,rooftop sky bar wthin magnificent build disappointing let experience bar prepare adopt cocktail taste service smile contrast not atmosphere service grow expect rest view expectation bar reduce experience expensive not mean quality,Negative
8103,very expensive definitely not worth money nice room crap service sit check no seat lounge area cannot access pool area shop own marina bay walk distance casino style fake store no heart no real owner wow bed stayed oasia trip also per night well much good service location,Negative
7820,view big many people room very nice good view however enter volume people mind blow think quieten doesn no peace apart room ground floor like transit airport continuously bump rude people interested mobile phone facility poor ground floor limit toilet seat away bar restaurant staff nice fairly efficient although week leave still take money credit card try email matter mailbox continuously full win deliver floor pool great very,Negative
9221,very poor service stay sometime ago pay tone receive different room order since formula period claim unavailability ask us notify issue next time want stay upgrade try make reservation claim lack availability week ahead nothing do thats general approach never come forward towards guest no effort whatsoever always make favour try book restaurant week ahead tell us subject confirmation make tentative booking apparently notify base availability customer value eat pizza mall downstairs could understand would really,Negative
11412,decided staycation mb luxury time travel somewhere despite promoted one must go poor experience consistent start till end confirmation letter not indicate tower go check already queue good min tower check counter staff come checked confirmation letter mention go tower instead b staff lack knowledge encounter get multiple version carpark rate inquire customer service phone line lady check counter staff valet park extremely confuse encounter lady check counter,Negative
5266,stay love casino hotel no expectation customer service especially front office reservation team many example share say look forward check four point sheraton budget category sheraton hotel room although huge grungy look amenity cheap not even usb port sgd night rip guess hop one would spend time look view city sea garden bay depend room get not bad guy sweet spot cafe henry concierge save day provide best experience,Negative
6187,reserve king size bedroom june credit card guarantee check end told didn king sized bed room front desk person come say room subject availability kicker cancellation deadline pass mean lock king size bedroom whether show not get locked end marina bay sand honor end bargain people feel pay king sized room end twin bed room especially reservation make far advance credit card guarantee check lady front desk quick type try grab available room manually kind archaic reservation,Negative
9525,not star unfriendly customer service stupid pool rule flood bath noisy construction pool side day long big disappointment stay pool not understand good rating,Negative
3530,let give honest review girlfriend tell shocked fragrance riverside room very small bathroom very small prepare mentally think worst entered room surprise well expect move marina bay sand expect much shock let start room book deluxe room enter hallway big bedroom big couch view awesome enter bathroom shock no bathtub star no bathtub ok call upgrade premium minute very nice guy come help shift premium enter premium room hallway big room small small chair no couch,Negative
11043,pool view sky deck amaze thats advise even large amount lounge chair pool area crowd hardly seat leave arrive early claim lounge chair leave stuff day hold place seem guest staff friendly courteous try clearly place need help check take min venetian property do minute layout terrible line snake around lobby staff try hard whole process inefficient similar waiting time checkout breakfast time issue huge crowd general avoid room not bad tired look want go casino,Negative
3775,overall experience average compare price pay exception view pool poor positive spacious room great view bay view main selling point enough use view deck instead spend night nice pool infinity pool not very clean overcrowd wall pool slimy negative check tower no staff show direct guest reception no trolley help slow check person check receive luggage take long get luggage room although room upgrade delux skyline view no bathtub very long queue almost everywhere include breakfast quite tire stuffy,Negative
8956,stayed one night room th floor tower smell like bathroom order room service next morning never show call breakfast go miss mention upon check staff not really interested back fullerton,Negative
9568,book february request high level room arrive may long time wait front desk no dedicated room appoint reserve yet get room th floor supervisor call not even bother talk girl behind desk no effort listen high level room city view extra payment offer principally refuse stayed night regret not stay one night traffic noise th floor really disturb night swim pool view top floor marvellous,Negative
2869,wife night stay mbs gift uncle course excite singaporean review either star unfortunately mbs fell short expectation room decent spacious good amenity tv channel distort time wifi slow view great marina barrage garden bay marina bay golf course course infinity pool must visit however thats good get mbs service industry expect top notch service star not case mb start first night try get car park coupon next day since park overnight max park fee compare,Negative
7834,book birthday weekend staycation family family room pay night not first time stay mb due proximity casino shopping however first afternoon terrible incident happen make us swear not stay mbs lady room alone without dad sister mum shower use toilet bathroom bathroom door ajar room service guy personnel let room place newspaper ask earlier day right middle room coffee table not even drop door obvious people shower talk bathroom feed back manager response,Negative
10620,experience amaze engineering feat especially infinity pool roof must challenge room beautifully appoint like elderly found whole experience much guess look something very different patience saint get around massive might like personal touch get boutique checkin take forever think min busy felt grand central station,Negative
2824,stayed night celebrate partner th birthday honeymoon notify occasion advance checkin advise would help make extra special didn,Negative
4753,stayed one night th floor corner suite tower room excellent large balcony great view wonderful staff location walk distance many sight see location pool good look well photo internet problem size design tower not good room location constantly transfer lift get anywhere everyone get lose way many people use amenity restaurant lobby area always busy noisy long line get restaurant breakfast club lounge joke not even lounge relax many guest try use club room time food club room afternoon tea,Negative
903,not inspire write review day hotel visit give unremarkable value money star service accord category however motivate enough give negative review marina bay sand feel fall despicably standard true world class star think new category mass star champion arrival greet bellboy stick hand none discretely tip whisking bag away poor form checkin minute wait queue fellow guest not star imho eventually serve room ready plus ask late checkout follow day tell,Negative
1797,obviously glamorous saw show netflix decide book usd night clearly ambitious view absolutely stun food wonderful staff absolutely courteous however fish market people bump endless line everything room service checkin swim pool overcrowd pathetic people stand take endless picture day no one swim didn like crowd attracts tourist spot people say visited luxury didn feel luxurious period never visit,Negative
4691,very unsatisfied service room service suggest drink tap water bathroom ask water month old daughter not worth money crowd management unable provide service,Negative
10810,husband book suite since sep night th th dec overseas authorise check behalf son th dec process like sardine factory front desk no extra hello whatsoever ask would use credit card authorise payment could wait husband arrive next day say wait th dec order room svc pizza fry tell pay cash bec no credit card give give account dept credit card deduct amex verify amex th dec still pay cash pizza fry abt night son go get lock security come open door next day,Negative
7655,every time would go would think point need stay marina bay sand landmark legend phenomenon pinnacle dream make thought hold true head actually decide stay summarize one sentence highly industrialized mass scale tourist processing center period very well definite star room would still expect star personalised service friend must dream check queue like mini zoo line go like snake meter infinity pool really awesome guy very crowd,Negative
11219,probably many guest day care complaint feel look treated very unfriendly staff charge access level act like policeman suspect not staff guest even prove identity reception,Negative
10604,stay dream year arrive big delusion honeymoon trip no complimentary flower bottle us despite tour operator send communication beforee stay tokyo park hyatt incredible experience louis roederer champagne complimentary flower wife lot amenity room arrive give us rd floor understand rd floor honeymoon return reception gentle elise change room th floor lot mess area main level top water skypool incredible freeze get cold throat ache tomorrow leave maldives sure,Negative
5838,book room marina bay sand give room follow room no th floor room no st floor room no nd floor room no th floor room no rd floor std check time pm pm get room pm need write anything else star infinity pool top atlantis dubai anytime well total disappointment,Negative
4576,min lift get room absolute pit steer well clear star wouldnt even star night surely place take piss not waste time toilet block hour also,Negative
7923,stay time across year one experience really awful one day leave early morning return around pm thinking room would clean nope rather disappointing hotel stay room service morning ensure guest return check clean room never mind call reception ask room service tell want room service put sign tell reply send someone no apology whatsoever make feel fault room not clean since feel uncomfortable room room service force go walk aimlessly,Negative
4526,stay mb night nothing special room give corporate feeling breakfast not provide cost pax quality food very poor interesting part stay infinity pool crowd though poolside food spago great overprice,Negative
986,experience stay marina bay sand very disappoint certainly not stay get infinity pool invite instagram photo however ridiculously overcrowd certainly not value money pay room unfortunately experience supposedly five star fell very short expect standard quality upon check non busy period take staff one whole hour due continuous error make part overcharge card throughout day service shock wi fi consistently drop order miss very disappointing,Negative
69,very misleading people maximum gather anytime anytime people room since however allow maximum people room enforcement association management misleading,Negative
6688,total joke pay sgd stay one night want enjoy pool upon check not allow us go back pool absurd noooooo world visit hotel major city world always able use pool check totally absurd not come back change policy advice everybody not worth,Negative
2457,admittedly building structure pool area amaze however redeeming feature expect whole lot money pay favour pay access top floor bar stay elsewhere,Negative
8965,never write review always believe part get pay not pay service pay location convenience husband love travel stay everything cheap hostel remote place overwater bungalow private island feel like know expect always very realistic positive traveller blow away pass star establishment base everything see first review couldn even wait leave write bed tower small check counter try find staff member ask tower head couldn find,Negative
11131,marina bay sand impose edifice world renowned infinity pool major draw tourist pick prefer choice accommodation completely fall short expectation choose celebrate family member th b day right check check entire experience felt cold impersonal indifferent feel arrogant system doesn care change check way past normal check time tell one room not ready could not provide us guarantee one king bed imagine room entire check procedure take us hour entire family wait stone bench lobby,Negative
11313,complete disappointment never bad service high price unfortunately due famous infinity pool afford lack professionalism stop sea trip book deluxe room city view night go visit brother resides ask extra access card sky park receive two free extra access card pool last visit pay exorbitant extra fee sgd time discussion lead nowhere nevertheless eventually pay fee get extra card next disappointment follow soon flight follow day even check midday ask access,Negative
2465,no question strike design end famous roof top pool good selfies price pay room club access not worth one really sit relax pool hords people take selfies jump very very crowded line get pool area line get club lounge line pretty much everything option club guest breakfast go bad bad line ups no matter choose breakfast please ready line no matter club level not also line taxi pretty long mall attach very nice staff member,Negative
9809,check farcical room book not available reception staff very unhelpful lobby jam pack visitor mean less luxurious atmosphere tell reception wait hour well room could source return offered similar room staff smirk seemed indicate wait not seem room beautifully decorate not extra bed towel amenity ask book unable find key reception staff unhelpful would not issue another money view not worth despite view well hotel conrad service exemplary,Negative
4130,stayed one night cruise around asia wedding anniversary due hype photo see pool online think would treat night arrival check bit lengthy staff very friendly would expect water available something drink check especially warm temperature staff say could check us early wedding anniversary even though couple beside us check early never mention special occasion very welcomed gesture especially heat room clean very spacious great view city light show would expect room decor nicer quite basic price,Negative
3607,one night think see marina bay disappointing room very boring pool area busy understand however very tatey unloved food mass produce rubbish finding difficult say anything nice place apart engineering building say stayed night bangkok oriental mandarin opinion one best hotel world,Negative
9938,check minute keep short possible arrival porter tell us pool close refurbishment joke incredibly funny know nothing travel child like queue check mbs massive very staff feel unimportant one mass soon arrive premier inn great serve purpose room mbs less well equip premier inns not comfortable first room second show sparse uncomfortable furniture scratch worn stain smelled cigarette smoke view amaze extremely dirty window,Negative
2070,part holiday stay marine sand look impressive first look start see crack underneath get offer late check husband birthday nice get room smoking wasn ask preference smelt move take way long get late husband birthday dinner didn put husband cake room even though give specific instruction overall attention detail lack really disappointed overall happy move small boutique wait,Negative
2192,recently wife brother law wife two night stay marina bay sand culmination trip lifetime us pick marina bay sand perceive prestige star service could expect sadly mistaken indicated stay book number mb ab dca mbb f read warn sign notice website say cheap price internet add tax service charge find practice outright deceive still want stay world famous marina bay sand arrival make wait minute serve check counter travel,Negative
325,facility course great no doubt issue experience bit put check general super crowd wait line quite check felt like dmv instead star luckily quick check though pay room doesn really make feel like guest basically entitle spend money e g pay vip check breakfast course not include etc not feel like got pay importantly us course specific situation due travel time tell book access sky pool check check time,Negative
9393,expect no welcome greet staff no one even bother open car door help luggage unless go look staff checkin take long time expect long queue also expect checkin staff sometimes discriminate guest get water ask room good size however shower like motel new york hotel commitment green maintain low pressure shower tout hotel not feel fresh shower air condition part world chill effect c design not go degree celsius put kettle tea bag miss check duly replenished,Negative
10620,experience amaze engineering feat especially infinity pool roof must challenge room beautifully appoint like elderly found whole experience much guess look something very different patience saint get around massive might like personal touch get boutique checkin take forever think min busy felt grand central station,Negative
6613,monstre infrastructure run really bad build around area disappoint amazing pool stun view pool not hygienic kid jump water bar service bad english bad potentially best worldwide actually overrate overpriced place spend vacation,Negative
10725,back sg holiday work cn past year therefore think bring gf stay night much talk mb pay sgd premier city room internet look forward day arrival check tell upgraded club room very excited thankful upon get room th level utterly disappointed big room totally lack character class design furniture room pure plain furniture look pitiful large room find internet support email mins surf u call free internet find free upgrade get no,Negative
9474,stay marina bay sand although night give mixed feeling like reviewer title mention try make subtle possible really corner positive negative expectation reach heard reputation really high first tip always manage expectation fellow guest l bit disappointed like us service industry hence component hardware software must tip top condition marina bay sand hardware almost perfect condition rooftop sky park infinity pool live name good time albeit very crowd seat provide near pool little accommodate number,Negative
3302,fantastic room view fixtures fittings staff food etc poor bed hard uncomfortable might well put sheet floor mattress firm side sleeper struggle get comfortable worst night sleep week travel glad night couldn put bed twice reason ever consider come back rooftop pool almost make brick mattress bearable,Negative
11442,air conditioner flow very poor first room allot room temperature refuse go c even though air con set c high fan speed eventhough allot another room situation not improve much shift first room second room misplace item very sleepy however staff clean room not think ask throw away several important photograph keep stand beside bed copy really upset also blanket leave behind replaced surely housekeep staff realise really old photo child,Negative
2048,stayed recent trip room two guest include breakfast however argue us breakfast conference attend conference next door notwithstanding fact friend not participate conference not make sense much arguing guy check remove breakfast charge think end no sadly sneakily afterwards charge credit card breakfast generally despite house within iconic structure sadly nothing iconic offering three star offer best desperately want portray five star image do lot,Negative
2192,recently wife brother law wife two night stay marina bay sand culmination trip lifetime us pick marina bay sand perceive prestige star service could expect sadly mistaken indicated stay book number mb ab dca mbb f read warn sign notice website say cheap price internet add tax service charge find practice outright deceive still want stay world famous marina bay sand arrival make wait minute serve check counter travel,Negative
8844,marina bay sand must one night see pool view room nice location good pool fun not relax everyone take picture selfies time profit staff very unfriendly restaurant top not really good breakfast way big area not enjoyable service bad minute wait check no one take care luggage arrival,Negative
2823,warn check credit card soon get home week confirm charge marina bay reception depart illegal deduction make without authorisation hold limbo week multiple email international phone call make us reverse transaction follow ups very little do without us make contact would not get money back,Negative
9938,check minute keep short possible arrival porter tell us pool close refurbishment joke incredibly funny know nothing travel child like queue check mbs massive very staff feel unimportant one mass soon arrive premier inn great serve purpose room mbs less well equip premier inns not comfortable first room second show sparse uncomfortable furniture scratch worn stain smelled cigarette smoke view amaze extremely dirty window,Negative
3907,suppose top top hygiene top maintenance currently bring family stay short break unfortunately turn bathroom toilet fill sewerage stinky smell upon call butler service give weird explanation smell suggest every customer accept room check beforehand never stay iconic smelly advise business associate visit stay away real let,Negative
7300,frequent business visit many time year worst ever stay customer service nonexistent infrastructure poor food bad strives overcharge every possible extra many fine hotel go one instead,Negative
2438,go keep short sweet hat room bland boring lack style whatever service might get em get em cheap la vega style variety room allow us go afternoon tea hideous people scramble food take hand shovel mouth could make back table go upstairs pool area view spectacular overlook body bob fetid warm water finish parent allow child pee straight pool promptly go downstairs cancel second night book get hell plus night expect whole lot,Negative
4795,recently spend night mb stopover star experience lack nearly every aspect check impersonal fairly inefficient give helpful instruction beyond find elevator tell celebrate th wed anniversary upgrade slightly large room originally book receive no acknowledgement week vacation hong kong thailand treat exceptionally star hotel along way flower champagne chocolate room right next elevator interior need renovate carpet absolutely horrific stain upon stain along previous,Negative
2328,stay two night tower building realy great room realy nothing special star night couldnt realy sleep becouse noise car outside hear noise street swimmingpool top roof nice see beautiful view around,Negative
1910,first day view strait malacca garden spectacular another high price casino theme like vega vega vibrant sexy energy not one infinity pool depth highly disappointing foot filthy disgust not go back much hype nothing crowd ton garbage float edge pool try enjoy view garbage make very unappetizing waste money unless wanna entertain kid night many hotel alot less pay bay sand well pool restaurant price not elegant noisy kid dang regret booking,Negative
5651,architecture always want stay room average could city very busy lobby area guests tourist very slow check check process unprofessional day age try overcharge us upon checkout not respect book com reservation busy pool area could not use could not get seat very expensive price restaurant top nice view garden bay twice nightly lightshow,Negative
2216,stay marina bay sand husband birthday husband bully harassed life guard wear shirt pool problem multiple people wear shirt pool one drag not race call manager do nothing come room check bring cake husband birthday little late would never recommend anyone consider much cost terrible service way husband treat absolutely ruin husband birthday,Negative
1540,ian poor manager lavisha soo suppose customer agent pay full room breakfast deny breakfast offer take room very poor customer service request refund room difference tell no sorry expect pay breakfast already pay room full breakfast first time last poor management poor customer service big time scammer,Negative
11369,family plan stay mb celebrate dad birthday upon head sky pool inform entry restrict card per adult previously card guest really disappoint hop family visit pool together book first place know rule like implement might well head rwsentosa attraction amenities sure win rule like entry pool local plan stay weekend please look family consist person,Negative
5165,stay marina bay sand unfortunately rather disappointing skypark delightful experience shock discover hadn stay two night would not able gain access past check time whilst staff polite skypark endure order poolside lunch forget minute chase replace order give another person order receive almost breakfast wasn include lot choose experience lack personalisation breakfast staff polite receive very unclear instruction near toilet breakfast lead believe outside,Negative
2824,stayed night celebrate partner th birthday honeymoon notify occasion advance checkin advise would help make extra special didn,Negative
10922,full disclosure weren stay shangri la valley wing think would check next time upon arrival herd told pay go factually wrong go top told abruptly bar closed private function guy bottom didn know sent end descend tower one ask very unhappy concierge could buy cocktail reply think go tower greet sour face individual sit us outside no view wait ten minute decide lousy tourist trap offer view leave potential new customer top,Negative
4791,get do th stay mbs last month wasn great stretch stay choice company decision would pick st regis westin ritz mb day chock full tourist want standard infinity pool photoshoot must guess stuck check standard min process unless casino vip several check option bell staff need learn deodorant hot get sweaty cramp elevator really quite nasty room furnishing amenity star quality really doesn feel current feel like something type room also different tower,Negative
6672,stay night mbs back july yes build stun pool great rate number rather guest flight arrive early saturday morning anticipate jet lag make sure booked friday night family could go straight room refresh call advance notify mb assure fine would no problem wrong arrive saturday morning tell family couldn check pm earliest much explain check explain front desk staff finally understood situation tell us wasn room ready even though call ahead day advance notify,Negative
3337,stay night marina bay sand pleasant stay nothing special breakfast ok pool great view room clean staff aren friendly resort hotel please check bill departure try charge us breakfast already pay package guest also problem check use express check would charge none wiser,Negative
9323,beautiful even treat free upgrade great start pool stun well worth view would give four star let customer service aspect check settle bill take extra couple hundred dollar account send numerous email copy bank statement no one get back obviously affected onward travel very unprofessional prestigious warn extra money lose,Negative
9799,really look forward visit since start honeymoon want stay marina bay sand since first saw pic incredible pool saw documentary facility gigantic stay night check flawless service door room would expect star establishment even get upgraded well room honeymoon oh boy exit room large clean nothing special problem start arise settle room ac break suppose shut automatically open balcony door turn afterwords not possible ac repair find turn,Negative
6093,pro iconic design infinity pool real cool room clean con around mediocre service room amenities cheap toiletry bottom line not feel like value service par motel motel dollar night room get strong sense look extract every last dollar without offer service return,Negative
704,attend vitafoods time arrive taxi get checked take hour min wifi terrible may log time per day not retain data staff not friendly number never,Negative
10809,stay night defiantly not return although very spectacular doesn character upon arrival felt like enter shop mall come train station rather room tower two large town view lot thing very wear definitely need refresh access rooftop pool build zone felt very shabby run top reservation arrange late checkout use club mysteriously forget come use pay probably one unpleasant experience ever year travel beware promise make reservation,Negative
110,go weekend staycation star asia pretty average little thing like room key not work check desk not open annoy not expect iconic infinity pool best view not design inclement weather no sun umbrellas rain cover rain everything get wet worth stay cross bucket list win come,Negative
1858,pool area cool love view pool staff very friendly build very excite want enjoy pool surroundings one night recommend thats one star feel live hectic noisy casino mentality stressful environment one night experience ok squeeze much money possible price ridiculous get not mind high price per room winter break even room live standard price cheat small thing add extra expense family top extreme pricing begin top service already pay give minus book bed breakfast,Negative
8063,stay mb last nov deeply disappointed overall experience pro check easy lobby service sub par room good size view city con toilet surround area disturbingly dirty sign age furniture not expect not allow pool area due capacity issue absolutely ruin trip look forward infinity pool not get chance use back next week honestly like give mb another try choose ritz carlton instead value marriot elite member,Negative
2192,recently wife brother law wife two night stay marina bay sand culmination trip lifetime us pick marina bay sand perceive prestige star service could expect sadly mistaken indicated stay book number mb ab dca mbb f read warn sign notice website say cheap price internet add tax service charge find practice outright deceive still want stay world famous marina bay sand arrival make wait minute serve check counter travel,Negative
5851,others stay th th december one deluxe room one master room arrival tell would wait next day two bed request due room tell would call midnight share double bed apparently pay steep price rd person purely another key card make no sense whatsoever eventually get put room one bed one sofa bed lot complain call house keep every day couldn grasp us room keep leave us amenity two one occasion completely forget request call call second third time,Negative
11442,air conditioner flow very poor first room allot room temperature refuse go c even though air con set c high fan speed eventhough allot another room situation not improve much shift first room second room misplace item very sleepy however staff clean room not think ask throw away several important photograph keep stand beside bed copy really upset also blanket leave behind replaced surely housekeep staff realise really old photo child,Negative
2216,stay marina bay sand husband birthday husband bully harassed life guard wear shirt pool problem multiple people wear shirt pool one drag not race call manager do nothing come room check bring cake husband birthday little late would never recommend anyone consider much cost terrible service way husband treat absolutely ruin husband birthday,Negative
6649,th time stayed time impressed wtih view always think customer service ok last stay last straw make comment give feedback experience check wanted lunch simming pool cafe stay tower understand tight security top floor upon checkout remind receptionist would like lunch swim pool cafe make sure no problem assess cafe reassure receptionist go lift level tower stop security gate staff refuse let us enter area,Negative
